date,pred_1,se_1,pred_2,se_2,pred_3,se_3,pred_4,se_4,pred_5,se_5,pred_6,se_6,pred_7,se_7,log_value,beta
1/29/2006,0.04471183,0.394199694,0.062323849,0.401904012,0.021170807,0.356949626,-0.154844484,0.534227482,0.020488956,0.29262724,0.010485331,0.263242344,0.021011077,0.245346362,0,0.668945313
1/30/2006,0.197700055,0.755805581,0.214971138,0.716288887,0.18385018,0.790420932,0.165194579,0.794208312,0.205153497,0.737900677,0.266239777,2.03338679,5.516712316,6.455035986,0,0.91015625
1/31/2006,4.300109366,19.07053489,0.253015629,0.73924426,0.209167698,5.913730681,0.224099876,4.263222653,0.214890554,6.430891702,0.217924124,3.50990798,5.992357094,7.486882883,0,0.79296875
2/1/2006,1.481098629,3.737437733,-3.371808056,4.151122499,0.236632294,1.26147714,0.232288078,0.819572188,0.209443663,0.781063825,0.231144254,0.84067476,0.98060486,2.363390207,0,0.821594238
2/2/2006,1.350591951,3.67768083,0.163398485,0.691586839,0.18131001,0.708627214,0.235798939,0.802110833,0.176911134,1.498514542,0.186071115,0.719307709,0.22647824,1.439026462,0,0.691894531
2/3/2006,3.285089173,5.430700392,0.221070411,3.338963643,0.234644956,0.758449868,0.241850173,0.753326251,0.237029662,0.727397067,0.234923214,0.769737792,0.229704402,0.789943029,0,0.713378906
2/4/2006,0.242508998,0.759533363,0.40604085,5.789708507,0.256236948,0.766177988,0.252344916,0.732991776,0.219526035,0.731076809,0.261495765,2.226271513,0.239258112,0.763016988,1.66,0.764648438
2/5/2006,0.282050734,0.995750798,0.226096511,0.791748945,5.413361117,7.582373065,0.224717221,0.809755376,0.226565052,0.887809649,0.224123689,2.093520202,3.114496121,8.007595535,0,0.75
2/6/2006,0.331890331,0.925197692,-5.495091265,11.36563694,0.223517145,10.10513992,0.140715109,6.141081874,0.426368783,7.311299477,3.597252681,10.38507184,0.454638928,1.050206762,0,0.77734375
2/7/2006,0.138607241,0.481016293,0.156874558,0.5134731,0.104105508,0.455696367,0.09257036,0.447533313,0.136675529,0.442572012,0.134815693,0.424521002,0.144270426,0.474978562,1.52,0.19921875
2/8/2006,0.272329928,0.755637831,0.226931897,0.739483306,2.798441498,4.009505733,0.259328084,0.755945665,0.220753674,1.330372762,0.262487603,0.758539873,0.258264224,0.748895807,0,0.7734375
2/9/2006,-1.395962945,2.896587205,-0.984417357,3.108740099,2.224559147,2.677156272,4.899745156,6.67129169,4.770238454,3.297944085,2.615076108,4.256029757,4.480609462,5.894935256,0,0.71875
2/10/2006,0.190436086,0.720501422,-2.417483303,3.181187133,0.196225817,0.951362782,0.252192604,0.801249066,0.199936619,1.965475636,3.232904355,3.542974416,0.058158699,2.578254094,0,0.629882813
2/11/2006,0.234504033,3.758084352,0.120314324,0.657861551,0.137255151,0.725204138,0.221163727,4.558816862,0.123544517,0.717677594,-4.060720765,7.264826749,0.1234397,0.69405212,0,0.791015625
2/12/2006,0.211117376,8.541908171,0.231931459,5.274545406,0.208482723,0.630516748,0.184905033,0.724610543,0.200160665,0.629737203,0.202165471,0.704899465,2.176798474,16.08404434,0,0.950195313
2/13/2006,0.17301919,0.661755575,0.163186823,0.618399467,0.175256137,0.650791604,0.165886592,0.671386284,0.163683846,0.656297529,0.170602676,0.651704759,0.160672569,0.576311285,0,0.980224609
2/14/2006,4.929037797,5.797190498,2.662541635,5.138360313,0.26700104,0.868299821,0.180210306,0.751435902,0.191647482,0.711928139,0.213402801,0.799928425,0.214454117,0.78410894,0,0.79296875
2/15/2006,0.210609966,0.775945892,0.202245779,0.770156206,0.225661709,0.770438794,0.951470235,3.720477561,0.224748946,0.746032364,0.209846405,0.753389221,0.264285882,0.87260525,0,0.395263672
2/16/2006,0.173850823,0.747025338,0.162051561,0.70863769,0.168591664,0.739406212,0.172460792,0.70774314,0.056568837,3.662489035,0.161177634,0.758334836,1.058610582,5.120846393,0,0.78515625
2/17/2006,-0.303568396,5.187691844,0.193715833,0.696979801,0.233670717,0.742313303,0.26436557,0.668777606,1.2915088,3.714518494,0.226170353,0.741251597,0.740212645,2.408485088,2,0.014526367
2/18/2006,0.183299127,0.72416491,0.164574462,0.705179473,0.174211465,0.72893064,3.699227721,4.138629822,-1.393552474,2.471310918,0.2021745,0.740157793,0.17845675,0.764310618,0,0.953369141
2/19/2006,0.332897867,0.97340244,0.44172786,1.191949828,0.162036494,1.028466699,0.330492014,0.993417566,0.392754959,1.011183471,4.893815202,6.374951323,-1.529726543,4.927691289,1.64,0.044189453
2/20/2006,0.179869795,0.719594756,0.243586095,2.47319833,0.175184532,0.785362135,-6.864489667,8.409181312,0.197532324,0.74559618,0.215147259,4.668200413,3.216681052,5.813256119,0,0.732421875
2/21/2006,0.187102264,7.61077817,0.208939478,0.796786568,-7.990834534,10.77346028,2.705982836,1.203022326,-1.845785181,2.932113503,-11.2044747,14.66596361,0.271334662,8.245429307,0,0.802734375
2/22/2006,1.222736878,7.857638032,7.693928833,9.277138319,-3.715315809,9.932984998,0.215929527,3.537170024,0.229993577,0.7062717,5.934369055,7.29169359,0.188257359,0.71284876,0,0.98046875
2/23/2006,0.211051859,0.66194883,0.216071198,1.383762185,0.217800862,0.611497571,0.188677953,0.742393062,0.224025861,0.626538417,0.19382836,0.637805484,3.107535871,4.161102684,0,0.876342773
2/24/2006,4.023569398,13.92422354,0.160418284,5.349389146,6.472463235,8.362394533,0.284827052,0.78206349,0.288223979,6.169680958,0.286622914,0.771290061,5.670962031,6.130526169,0,0.75
2/25/2006,0.118443495,0.794554938,14.82952439,17.52608697,0.244901254,0.757422904,0.244580634,1.49201345,0.165377195,11.02841521,0.124871003,14.56179353,0.132201926,0.780804986,0,0.772583008
2/26/2006,0.284413879,0.777642476,0.185005409,4.505070028,0.303474259,0.787033181,0.284268672,0.718843803,0.278601953,0.700159875,0.306357887,0.843470976,0.293200378,0.775335925,0,0.880859375
2/27/2006,4.157493003,5.711609855,0.241354221,4.048741189,0.219703326,3.963915861,0.26047204,2.530284603,5.109385668,5.876776763,0.286254253,0.789327192,-2.326132944,4.828983422,0,0.71484375
2/28/2006,0.189262917,0.713984604,0.171181023,0.699742931,-6.823248442,8.968488691,0.177231784,0.690313936,6.258803119,7.052817574,0.185778501,0.741615883,0.17392414,0.755386195,0,0.466674805
3/1/2006,0.24277051,0.715776385,0.227984283,0.78332609,0.24864762,0.753453195,0.198042201,3.905903495,0.230033321,0.669811013,0.21104757,4.101930964,2.615489295,5.792079466,0,0.791015625
3/2/2006,0.225862132,0.68145778,0.172601971,0.794790328,0.419946419,1.651999404,6.769911436,8.353814605,0.205417902,0.801044322,0.231254987,0.661303081,0.21058593,0.781449886,0,0.734375
3/3/2006,0.208983868,0.627380244,0.182168706,1.225168209,0.189023001,0.597391829,0.214263539,0.590553757,0.208616271,0.579518871,0.19135633,0.554635087,0.271422693,0.589684667,0,0.740234375
3/4/2006,4.763562861,12.75885349,-6.123051164,7.147779432,3.296108817,6.412280797,-3.51265583,7.829631357,-2.759437797,12.68676485,4.569807408,10.66911074,1.882783016,5.649723584,0,0.73828125
3/5/2006,-1.470170319,5.402626394,0.230665554,0.769846488,-3.189013161,5.4974161,0.267204606,0.812989485,4.750486444,4.864948022,-0.771239616,6.985603229,-2.674201812,4.727974854,0,0.708862305
3/6/2006,0.277281664,0.818159198,1.434977002,1.82906189,0.216523244,0.991943726,0.179084645,1.316870945,0.853995187,2.983835705,2.480658386,2.800611796,2.070027348,3.057693331,0,0.785644531
3/7/2006,3.232904238,13.74996998,0.192945873,0.676673796,7.168788735,8.620725027,0.199570334,0.718545263,0.171292177,0.741044522,0.17326661,0.774400899,0.148821991,1.135080761,3,0.00087738
3/8/2006,6.119533718,6.943248316,0.211257515,0.767685019,0.250731981,5.53124412,0.223522827,0.807958599,0.23131437,0.758309058,4.786020258,14.67732505,0.233780914,0.760353628,0,0.814086914
3/9/2006,0.363713171,0.893430951,0.569837034,0.855659657,0.409082829,0.897560622,0.404562411,0.920346032,0.468026525,0.87405593,1.952878501,4.669095894,0.406417443,0.891452994,0,0.378173828
3/10/2006,0.2385163,0.688539556,0.17469349,0.747721087,0.264222814,2.90958945,0.184449614,0.785326056,-5.759766513,6.785011429,2.786324716,6.117115026,0.252424709,0.659450882,0,0.68359375
3/11/2006,5.097107595,6.46720304,0.235103768,0.710707442,0.205670587,0.757106279,0.239984215,0.785530798,2.267937288,5.230683494,-5.427558562,5.639561448,-9.829001124,11.10913546,0,0.728515625
3/12/2006,0.273290596,0.844447784,0.373908871,0.947860412,0.321475617,0.742346186,0.534834103,1.048593894,0.388689378,1.010709097,0.443833324,0.869933832,0.29445428,0.840701393,2.82,0.724853516
3/13/2006,0.75791067,11.74592232,5.693644557,7.299270843,0.307863467,0.783693874,0.312968092,0.78986841,0.297499143,0.811860069,0.30584141,0.761523627,0.277420369,0.76229851,0,0.74609375
3/14/2006,3.886061548,2.786946423,0.481369773,1.042364755,-0.43370357,2.470586643,0.402216508,0.890383561,3.069069273,5.719162589,0.38080045,5.028770733,6.284760128,7.995294488,2.34,0.892822266
3/15/2006,-1.392179362,4.07554263,0.234383085,3.114944327,0.249789748,0.671650735,0.259649931,0.693674038,0.234364482,0.725623137,5.723878918,6.730821439,5.321905336,6.517138856,0,0.163208008
3/16/2006,0.297776174,1.03240074,0.492793514,1.053354888,-2.074235206,3.171055109,0.374127421,0.965564332,0.340226002,0.943145889,0.357926472,1.873072096,1.226517842,2.830441136,0,0.732666016
3/17/2006,5.799790606,11.54419394,-0.289531184,10.17694073,0.862152298,4.592820419,0.754641019,1.112167722,0.962623527,6.590973518,-0.182383033,4.545329021,1.75206139,5.289777144,0,0.7734375
3/18/2006,0.245907309,0.701163916,5.072842448,6.365891436,-4.269308462,6.896498392,0.244599574,0.77888261,0.263889765,0.701164595,0.261636966,0.764491415,0.284465457,0.738377616,0,0.615356445
3/19/2006,0.451212884,1.056928786,0.286785298,0.867637154,0.439016597,1.036047256,0.407442613,1.029083169,0.463178199,1.011396609,0.370197636,0.974648759,0.385514657,0.991477722,0,0.7265625
3/20/2006,3.616748161,4.723569897,-2.722618444,4.049492273,0.269068075,0.797529183,0.249809283,0.799137466,0.249909274,0.785751382,0.254098555,0.794130728,0.278820128,0.790165872,0,0.669921875
3/21/2006,2.037397553,6.249281747,0.23569069,0.724619869,7.908165089,9.130717687,0.249010931,2.568575215,10.5451994,11.17025348,-0.190230559,10.93254882,6.255500888,7.003324392,0,0.443847656
3/22/2006,2.472181829,7.014996678,0.235443017,0.743054437,0.254340539,0.755487504,0.255940828,0.738151052,0.251675326,0.72137722,0.263960509,0.749553276,0.257813119,0.763166074,0,0.744384766
3/23/2006,0.233652427,5.619579894,5.323771457,7.112349757,0.283613193,0.774503001,6.898481868,8.226901715,8.766376026,11.33263396,12.64075412,15.29318894,0.653971759,13.01090804,0,0.724609375
3/24/2006,0.188121089,1.681505947,0.232539307,1.114501747,0.191614224,0.679823199,0.193095316,0.755006052,0.194720433,0.723221016,0.207844366,0.700239332,0.181052626,0.665319227,0,0.966796875
3/25/2006,0.27124637,0.783502424,0.24385331,4.24071961,0.345335032,7.289802811,0.278685089,0.815283864,7.179908986,9.341937534,0.22847037,0.774002914,0.254841314,4.757199935,0,0.911132813
3/26/2006,0.22269269,0.658237424,0.239580014,0.814190211,0.206168859,0.657612935,6.551487896,7.809172233,0.224467714,0.730539717,0.203117793,0.738288444,0.279801943,2.450392174,0,0.728515625
3/27/2006,0.255271097,6.797179443,0.735783632,9.448940221,2.234835959,10.78784146,0.252952465,6.204826831,7.49268081,9.435153579,0.257231428,5.212174163,0.262928656,0.834533627,0,0.734375
3/28/2006,0.269578788,0.718078059,0.261382771,0.696800904,0.207997882,2.641525062,0.27990593,0.704713398,0.249008669,0.696923305,0.528609444,4.657577287,0.265404988,0.636941312,0,0.969970703
3/29/2006,0.216248929,0.785598311,0.190498075,0.766995923,-0.362704963,7.129216037,0.206907218,0.754239351,0.247157297,3.032707904,0.215058661,0.801957494,0.318143641,4.464597278,0,0.70703125
3/30/2006,0.233731187,0.685556558,0.225701685,0.672048185,0.260462627,0.644584802,0.179133316,0.65186027,1.33023151,3.344329848,0.219514558,0.694505225,0.185536935,0.644311265,0,0.783203125
3/31/2006,7.146336204,7.877147311,3.145726998,4.565298143,3.893222032,4.521652684,0.19926045,0.812726442,0.212128082,0.774924964,2.026458197,4.448925275,0.181471351,0.80882402,0,0.732421875
4/1/2006,0.276983062,0.839221916,0.227294209,0.795253397,0.05337631,0.983757925,0.269438781,0.790262829,0.279117888,0.804789562,0.267947094,0.734978845,0.247381676,0.772085827,1.5,0.473510742
4/2/2006,0.239692521,0.76255509,0.238126931,0.748796769,3.020936317,2.879422834,-2.840928781,3.730065413,0.242759802,0.735875943,2.59475855,3.235203783,0.192472695,2.748020447,0,0.7421875
4/3/2006,0.258381076,0.845500114,0.268354207,0.805479269,0.258114457,0.775005881,3.155010527,3.898594252,0.282252113,0.783435527,4.068007089,5.217944315,0.280745359,0.787133868,0,0.75390625
4/4/2006,0.277476357,0.787863468,8.528764235,9.526110289,4.056173024,7.463258346,0.265970811,0.806440021,0.254747179,6.034073156,0.641736637,7.604701296,0.251729989,0.776846788,3,0.001182556
4/5/2006,-4.01889144,6.943436094,-3.713472809,8.605675224,-0.55823237,7.366849141,5.376463318,5.585634517,8.619336732,9.508149227,4.254612882,8.284451344,0.285469834,0.930587247,0,0.724609375
4/6/2006,0.27999696,0.842670931,0.420085484,0.839917491,-4.940738405,7.178792142,0.300372692,0.779280974,0.302033241,3.563701096,5.646176801,7.527734182,3.560952786,4.289469703,0,0.562744141
4/7/2006,0.349381185,0.872216637,-6.203471545,10.00302103,0.327608374,0.848252403,0.673265039,4.401272163,0.369153225,1.198873185,-0.68762575,4.417439346,0.361595509,1.261585527,0,0.740234375
4/8/2006,0.320899752,0.800685269,0.297026202,0.742683543,0.2998868,2.455522903,0.674782431,4.184866599,0.273584982,0.736711868,0.321159366,0.790988382,3.312475113,4.995874717,2.43,0.017089844
4/9/2006,3.589333099,6.167827451,0.250572381,2.587857877,0.231122592,0.78918682,0.226191034,2.735407892,0.225551695,0.763792397,0.243573728,0.791332299,0.259070613,2.44561576,0,0.689453125
4/10/2006,0.241931662,8.462902313,0.29513692,0.808012007,8.469860265,10.53010106,-12.19550457,14.60652087,0.257120238,4.988875155,8.841762013,9.095577161,4.573935361,6.617265307,0,0.560546875
4/11/2006,0.308638827,0.814993494,-5.595303541,7.517364258,0.344069588,0.783210693,0.326459202,0.793232245,0.329395822,0.781999013,5.165381317,5.972038107,0.325702034,0.784958208,0,0.977172852
4/12/2006,0.310631813,0.737865786,0.303224024,0.741284344,0.319958721,4.271833506,0.290636612,0.752846932,0.238518682,0.646233286,7.105486433,8.48366579,0.302500919,0.716303704,0,0.705078125
4/13/2006,2.132804277,10.13841987,0.269353416,0.829544918,0.259895994,0.844953354,0.291029119,0.82843898,0.212899647,0.840388668,0.250327005,0.805543828,0.291693663,0.831679879,0,0.673828125
4/14/2006,0.350789199,7.193304485,0.357987476,0.78578062,0.351523376,0.790914169,7.011036703,8.552861079,0.269985936,0.804990591,1.508427841,7.247131703,0.363128631,0.804300836,0,0.833374023
4/15/2006,0.257415759,0.804842684,0.276243241,0.792904616,0.244728346,2.605689675,0.277881405,0.771647413,0.282590069,0.7727237,0.228041816,6.732912539,3.875313352,7.848503318,0,0.961181641
4/16/2006,0.268675251,0.748011027,0.218200551,0.73554749,0.243857336,0.742251824,0.239885694,0.733984202,0.236531719,0.740510604,0.23008423,0.788192203,0.218005545,2.180829061,0,0.75
4/17/2006,0.272263843,0.856693548,0.635066952,9.394584948,2.915734738,3.127291658,0.302961242,0.854560876,7.809174231,9.418480951,0.290012173,0.845365012,4.208776068,5.612203783,0,0.71875
4/18/2006,0.244312438,0.754373554,0.222553633,0.742099451,3.699367875,5.393607328,0.224788868,0.738979428,-4.529415862,5.168296587,0.219001273,0.683254513,0.262729363,0.671220553,0,0.75
4/19/2006,0.260753596,0.72587247,0.272491853,0.712328547,0.272171415,0.745291419,0.276404465,0.774986701,0.268777294,5.574499667,0.263521919,0.768354447,6.053188549,7.148805397,1.17,0.219726563
4/20/2006,0.27142945,0.73479347,0.343293485,0.852542178,0.265302125,7.955583331,1.667890133,7.715756866,0.287788525,0.797249088,0.272920525,0.77018229,-9.522034867,11.16379193,0,0.71875
4/21/2006,0.190929863,0.675256991,0.183040346,0.75728263,0.193011103,0.724119866,1.375885972,4.165138561,0.18622494,0.720471989,-17.23590218,18.63562894,0.196846571,5.593661794,0,0.7109375
4/22/2006,0.266131063,0.82322814,0.256336593,5.13991827,0.247502968,5.934428177,0.256663336,0.801556582,0.248581283,0.757199814,0.251279926,0.787798921,0.240259626,0.769858987,1.23,0.124023438
4/23/2006,-6.360978461,6.642107344,0.228369074,0.731352208,5.165058544,5.432982635,2.46706675,4.368243651,6.125720077,7.45997121,5.788626606,6.787758702,-4.365177402,5.092148471,0,0.74609375
4/24/2006,0.22502049,0.733574052,0.415314582,0.952720517,0.718053652,3.262065985,0.158048388,0.774116939,2.865735863,3.757954493,0.186656873,0.570856113,3.358042206,3.883635246,0,0.338256836
4/25/2006,0.173809926,2.340902766,0.099380026,2.649479875,-8.579344286,10.5785953,-3.114778579,5.783316574,0.244882752,3.204816718,0.562471991,4.600138579,0.295652347,0.824444055,0,0.759765625
4/26/2006,0.296335787,0.85634892,0.289922605,0.871682165,0.299585543,0.864160412,0.292570191,0.871205852,3.861371532,7.712767849,0.29630476,0.85185172,0.31520573,6.629947715,0,0.940917969
4/27/2006,0.301289841,0.851033262,0.227717304,0.764084539,0.282714555,0.761651429,0.268950417,0.771034288,0.323958266,0.762264408,0.30593851,0.833783133,0.292676614,0.84319891,0,0.728515625
4/28/2006,0.301451411,0.844302575,0.253806554,0.757662345,0.273478997,0.780964756,0.290772047,0.799599343,0.310781949,0.86698843,0.300761924,0.793437905,0.303736592,0.857130515,1.62,0.12109375
4/29/2006,0.463460682,1.778366035,1.817469573,3.114606108,2.674509023,4.594401479,2.799500883,3.325424094,0.322400951,1.570315996,1.97270815,3.374636234,0.555831169,1.02462358,0,0.720703125
4/30/2006,0.249186589,1.02284867,0.385854101,1.063101627,0.206940087,1.672968539,1.938519573,3.056926565,0.376321331,2.743584234,2.075503682,3.235503487,0.286462931,2.758359129,0,0.794433594
5/1/2006,0.381788893,1.251898133,0.350178046,0.941799084,0.355407939,0.821398476,0.412777877,0.939444662,0.319363451,0.751092102,0.267043459,0.930062151,0.371688787,0.92287462,0,0.807617188
5/2/2006,0.267444001,0.799615931,0.262784815,0.780853467,0.263815351,0.824883062,0.270463987,0.77071649,4.410182807,4.766389604,0.279416922,0.841831039,0.294235968,0.772255212,0,0.760742188
5/3/2006,0.275016085,0.820562786,3.305877903,5.370033971,-8.546709646,9.071784331,0.724900874,6.465388429,6.22266283,7.299947743,0.254766082,0.844885051,-4.107663916,8.167974291,2,0.030273438
5/4/2006,0.314847826,0.776045,0.271823178,5.104523371,0.30095257,0.819581002,0.296374202,0.831622447,0.302655177,0.762904187,0.285597243,3.19859366,-3.441492971,6.866456047,0.62,0.673828125
5/5/2006,0.275476906,3.786567315,0.355799062,0.873639516,0.339544064,0.873754643,4.786096862,5.529732252,0.365795866,0.756649637,0.34853415,0.872781277,0.295273219,4.330540638,0,0.685546875
5/6/2006,1.016840221,5.073224522,0.278169364,3.456446639,0.220145494,0.788083084,1.820092173,5.513326162,5.535499383,7.228561197,0.227591327,0.793190967,0.232585715,0.735141757,0,0.941894531
5/7/2006,0.28392114,0.771756892,0.24562478,0.750762715,0.281598961,0.783878933,0.271460422,0.764076396,-0.057369827,1.569907229,0.273031947,0.801407765,0.249393977,0.770324579,0,0.841064453
5/8/2006,-0.905955843,6.430885387,-2.697363772,4.57125643,2.745861094,7.346480785,0.835537225,5.321514807,-0.857240476,6.698554889,-1.232750331,0.743919702,-0.186305585,6.22579398,0,0.712890625
5/9/2006,0.254742846,0.753005888,0.245842262,0.749763103,0.253041876,0.807003749,0.261824847,0.788753978,3.948606809,5.524654371,0.261764836,3.249779933,0.292243117,3.7188997,0,0.887939453
5/10/2006,-5.087916068,6.911265953,0.267954658,0.82959764,0.271842407,5.722964042,0.276182892,3.724540856,0.29656998,0.812440272,0.261799761,3.674248757,0.262196679,0.832336968,0.68,0.572265625
5/11/2006,-0.64909105,5.609263237,0.292880454,0.754327728,5.330781601,6.663088283,-4.038284546,5.330398091,0.301991463,0.781109304,0.29743409,0.786934669,0.251933957,5.246619874,0,0.461669922
5/12/2006,-3.589654905,5.170591338,0.317474695,0.861320916,0.923524459,3.629750822,3.167005799,4.364776357,0.170505915,3.775797067,0.281210542,0.85785945,0.337057449,0.826141543,0,0.907958984
5/13/2006,0.28513201,0.836080162,0.200917786,0.832514742,0.215666214,0.785891167,0.309020478,1.06350453,4.050518552,4.599826093,1.674981599,2.111619901,-3.314010538,3.30413479,0,0.487548828
5/14/2006,-5.794703056,6.622513501,0.328626904,0.834952976,0.337358993,0.795389975,0.275185584,8.554176193,0.356026298,0.854335502,-4.148607276,6.711236158,0.285401254,3.474072105,0,0.732421875
5/15/2006,0.295572791,0.820641659,0.115088254,4.93546865,0.28596354,11.38504661,7.984425911,8.468660057,-7.414410253,9.444163578,0.31297306,0.787348906,0.311132563,0.814077466,0,0.381591797
5/16/2006,0.113983906,4.19083708,0.194082692,0.747285412,0.222844932,0.729600174,0.190870281,0.769399914,0.213358196,0.731817029,0.221391904,0.809251563,0.266408655,3.530567342,0,0.71875
5/17/2006,3.088790872,5.500933678,8.39428158,10.38962429,1.085790434,11.1011592,0.278875129,10.77350241,1.409948752,4.482522102,0.242389057,0.820024938,0.447406572,9.712107834,0,0.978271484
5/18/2006,0.182908376,0.844221105,0.122512249,0.775361889,0.168830435,0.783909848,0.148235873,0.764835394,0.135911445,0.814055749,3.968109312,6.467930529,0.104402212,0.767959774,1.12,0.720458984
5/19/2006,0.297148579,0.846128287,0.265316668,0.80935006,0.258625449,0.799515773,0.259448862,0.774322738,0.245622601,0.791552491,-2.858080621,6.079050454,0.211605984,4.124656689,0,0.828125
5/20/2006,4.372656113,5.699781345,7.460233887,7.22293651,6.024280942,6.230992642,-5.738411956,7.379201462,-2.287450644,7.21417918,5.032164145,6.71898772,0.793451983,1.684632973,1.16,0.307617188
